"estacion","nombre","latitud","longitud"
"B30119","YAMONHO",17.116667,-93.333333
"B30120","CHAJUL",16.083333,-90.95
"B30121","YAMONHÓ 2",17.116667,-93.333333
"B30123","AGUA VERDE 3",16.458333,-90.733333
"B30125","SCHPOINA",0,0
"B30126","EL SALADO",16.333333,-92.441667
"B30127","EL ZAPOTE",0,0
"B30128","LA ANGOSTURA",16.445833,-92.758333
"B30129","CHICOASEN",16.966667,-93.1
"B30130","PLAN DE AYALA",16.833333,-92.945833
"B30131","LAS LAJAS",16.85,-92.916667
"B30132","CANAL BOMBANA",16.933333,-93
"B30133","COMALAPA",15.633333,-92.15
"B30134","TZIMOL CAIDAS",0,0
"B30135","ALMANDRO",17.183333,-92.6625
"B30137","ALTAMIRANO",16.716667,-92.020833
"B30138","YALCHIPTIC",16.683333,-92.02
"B30139","EL ROSARIO",16.866667,-91.808333
"B30140","LAS TAZAS",16.766667,-91.608333
"B30141","LIVINGSTONE",16.579167,-91.683333
"B30142","LA PIMIENTA",16.311667,-91.7625
"B30143","SANTA ELENA",16.15,-91.5
"B30144","PACAYAL",16.133333,-91.433333
"B30145","DOLORES",16.133333,-91.391667
"B30147","EL JABALI",16.147222,-91.377222
"B30148","EL CALIENTE",16.2,-91.386111
"B30149","EUSEBA",16.266667,-91.374167
"B30150","LA CATARATA",16.226667,-91.308333
"B30151","SAN QUINTIN",16.4125,-91.358333
"B30152","PERLAS",16.433333,-91.325
"B30154","SAN PEDRO",17.175,-92.5125
"B30155","RIO BLANCO",16.2,-92.408333
"B30156","BOMBANA",16.933333,-93
"B30157","PASO DEL CAYUCO",17.2625,-92.15
"B30158","PUENTE CONCORDIA",15.841667,-91.966667
"B30159","EL PORVENIR",16.519444,-90.483333
"B30160","SAN AGUSTIN",16.0725,-90.441667
"B30161","EL CARMEN",16.816667,-92.166667
"B30166","EL ZAPOTAL",16.090833,-91.399167
"B30167","AZUL O NEGRO",16.083333,-91.333333
"B30168","LOS AMATES",0,0
"B30174","EL CARMEN",0,0
"B30177","EL COLORADO",16.133333,-91.141667
"B30179","ZOQUIPAC",0,0
"B30180","MIRAMAR",16.371667,-91.235833
"B30181","CANDELARIA",18.183333,-91.066667
"B30182","YAMONHO 3",0,0
"B30183","GUERRERO",0,0
"B30184","CHICOMUSELO",15.751667,-92.273333
"B30185","EL BRILLANTE",16.162778,-93.076389
"B30186","REFORMA",15.916667,-92.666667
"B30187","CASCAJAL",16.308889,-92.485833
"B30188","PUENTE INI",16.744444,-92.641667
"B30189","PUENTE RIO PANDO",0,0
"B30190","LA GARZA",0,0
"B30191","LA REFORMA",16.341667,-93.225
"B30192","SAN FRANCISCO 3",0,0
"B30195","JALTENANGO",15.870833,-92.723889
"B30196","EL LIMON",15.873611,-92.729167
"B30197","LA ESPERANZA",0,0
"B30198","EL PORVENIR",18.043611,-92.814444
"B30199","PALIZADA",18.126389,-92.0925
"B30200","MAMANTEL",18.541944,-91.098056
"B30201","COPAINALA",0,0
"B30202","CHACTE",0,0
"B30203","ITZANTUN",0,0
"B30204","LACANTUM",0,0
"B30205","PATARA",0,0
"B30206","REFORMA",0,0
"B30207","SAN MIGUEL",0,0
"B30208","SAN PEDRO 2",0,0
"B30209","VERTEDOR COPAINALA",0,0
"B30210","ACALA",16.552778,-92.804167
"B30211","EL TABLON",0,0
"B302MOM","PRESA MADIN",19.533056,-99.258333
"B305MAL","PRESA MALPAIS",19.9,-100.9
"B31002","CANASAYAB",19.3,-90.516667
"B310MVC","MANUEL AVILA CAMACHO",0,0
"B315MAZ","PRESA INSURGENTE MARIANO ABASOLO",20.5,-101.95
"B320MRG","MARTE RODOLFO GOMEZ",26.225,-98.916667
"B321MLU","MEDIA LUNA",21.7925,-102.801667
"B322MOC","MELCHOR OCAMPO",17.9,-102.2
"B324MIM","MIGUEL DE LA MADRID",18.016667,-96.266667
"B325MHD","MIGUEL HIDALGO",26.509722,-108.579167
"B326MAL","MIGUEL ALEMAN",18.233333,-96.5
"B330NTZ","NEZAHUALCOYOTL",0,0
"B332PBL","PRESA PABELLON",22.1625,-102.291944
"B333PAS","PALOMAS",22.345,-102.798333
"B334PPI","PRESA PASO DE PIEDRAS",21.737222,-98.152778
"B335PAG","PEÑA DEL AGUILA",24.237222,-104.655556
"B336PTS","ANGEL ALBINO CORZO (PEÑITAS)",19.266667,-103.816667
"B34001","EL TINTERO",29.579167,-107.383333
"B34002","LA PLAZUELA",29.629167,-107.380556
"B34003","EL TINTERO 2",29.579167,-107.383333
"B34004","CASAS GRANDES",30.375,-107.933333
"B34005","KM. 2+420",30.358333,-107.920833
"B34008","LA TRASQUILA",29.733333,-107.075
"B340PEN","PEÑUELITAS",21.104444,-100.875833
"B341PJM","PEDRO J. MÉNDEZ",24.233333,-99.55
"B342PAG","PRESA EL AGUILA",0,0
"B345PEC","PLUTARCO ELIAS CALLES",28.981111,-109.631111
"B35001","VILLA HIDALGO",0,0
"B35002","VILLA HIDALGO",0,0
"B35003","AGUA PUERCA",26.236667,-104.483333
"B35004","AGUA PUERCA 2",0,0
"B35005","AGUA PUERCA",25.548056,-104.583611
"B350PAL","PRESIDENTE ALEMAN",21.649444,-103.339722
"B355PUC","PRESA PUCUATO",19.621667,-100.686111
"B357RLV","RAMON LOPEZ VELARDE",0,0
"B359REP","REPUBLICA ESPAÑOLA",23.258056,-97.990556
"B36003","COYOTE",25.541667,-103.466667
"B36012","SAN JUAN DE GUADALUPE",24.633333,-102.791667
"B36015","EL PALMITO",25.6,-105.025
"B36016","LA CONCEPCION",25.675,-105.091667
"B36017","EL SAUZ",23.166667,-103.225
"B36019","SANTA CRUZ",25.541667,-103.483333
"B36020","TORREON",25.541667,-103.483333
"B36021","SAN FERNANDO",25.508333,-103.541667
"B36022","EL PORVENIR (SUSPENDIDA)",22.883333,-103.125
"B36023","COYOTE",25.541667,-103.466667
"B36024","CUIJE",25.691667,-103.35
"B36025","LA CONCHA",25.541667,-103.475
"B36026","RELAMPAGO",25.539722,-103.483333
"B36027","SACRAMENTO",25.541667,-103.483333
"B36028","MUNICIPIOS",25.508333,-103.541667
"B36029","SAN ANTONIO 1",25.508333,-103.541667
"B36030","SAN RAMON",25.541667,-103.483333
"B36031","SANTA ROSA",25.516667,-103.533333
"B36032","TLAHUALILO",25.508333,-103.541667
"B36033","CAÑON FERNANDEZ",25.283333,-103.775
"B36034","CUIJE",25.691667,-103.333333
"B36036","RIO HERVIDERO (SUSPENDIDA)",25.175,-105.466667
"B36038","PRESA DERIVADORA SANTA ROSA",25.516667,-103.533333
"B36039","LA FLOR",25.091667,-103.325
"B36040","LA FLOR",25.091667,-103.325
"B36041","SOMBRERETILLO",25.175,-103.341667
"B36042","COLONIA",25.75,-103.183333
"B36044","EL PALMITO 2",25.6,-105.025
"B36047","SANTA ROSA",22.916667,-103.108333
"B36048","SANTA ROSA",22.916667,-103.108333
"B36049","EL SAUZ 2",23.166667,-103.225
"B36053","CAZADERO",23.658333,-103.075
"B36054","CAZADERO",23.658333,-103.075
"B36056","CAZADERO 2 (SALIDAS PRESA)",23.666667,-103.075
"B36058","KM. 1 +747.41",25.508333,-103.541667
"B36059","SANTA ROSA TLAHUALILO",25.508333,-103.541667
"B36060","LOS ANGELES",25.508333,-103.566667
"B36061","CAZADERO IZQUIERDO (PRESA EL CAZADERO)",23.666667,-103.075
"B36067","CAÑON FERNANDEZ 2",25.283333,-103.775
"B36070","RELAMPAGO MEDIDOR PARSHALL",25.541667,-103.483333
"B36071","SARDINAS",26.083333,-105.57
"B36072","SAN ANTONIO 2",25.508333,-103.541667
"B36074","J. SALOME ACOSTA",25.508333,-103.541667
"B36075","PUENTE PROVISIONAL MORELOS",25.275,-103.991667
"B36076","AGUSTIN MELGAR",25.264167,-104.068056
"B36078","KM. 0 +520",25.570833,-103.465833
"B36079","SARDINAS",26.083333,-105.57
"B36080","SAN FRANCISCO",24.313889,-102.885
"B36082","KM. 1 +861 (PRESA LEOBARDO REYNOSO)",23.164722,-103.208333
"B36083","LA CRUZ",0,0
"B36084","LA CRUZ",0,0
"B36089","LOS NARANJOS",0,0
"B36090","LOS NARANJOS",24.625,-103.305556
"B360REQ","PRESA REQUENA",0,0
"B361RFV","RODOLFO FELIX VALDEZ",29.4,-110.433333
"B363RME","REVOLUCION MEXICANA",0,0
"B365RGO","RODRIGO GOMEZ",0,0
"B37005","LOS PILARES",22.491667,-101.036111
"B37006","EL GRITO",22.666667,-101.12
"B37007","LOS PILARES",22.491667,-101.019444
"B37008","EL TULE",22.836667,-101.179167
"B37011","SALIDA TUNEL",22.183333,-99.630556
"B37012","TULA",23.001389,-99.7125
"B37013","LA PRESA",23.001389,-99.7125
"B37014","CAÑADA VERDE",22.140278,-100.994722
"B37015","EL ASTILLERO",0,0
"B370RDG","PRESA RODRIGUEZ",21.916667,-102.426944
"B375SAB","PRESA SABANETA",19.619444,-100.670833
"B380SAL","LAGUNA SALINILLAS",27.45,-100.383333
"B383SGA","SAN GABRIEL",23.083611,-98.787222
"B385SIL","SAN ILDEFONSO",20.208333,-99.966667
"B389SJS","SAN JOSE",19.9075,-100.316667
"B390SJA","SAN JOSE ATLANGA",19.55,-98.2
"B395SAN","PRESA SANALONA",24.813889,-107.158333
"B397SEL","SANTA ELENA",23.623333,-104.054444
"B400SRO","SANTA ROSA",20.910556,-103.711944
"B405NAD","ÑADO",0,0
"B405STR","SANTA ROSA",22.926111,-103.113056
"B407SBY","SANTIAGO BAYACORA",23.873333,-104.673889
"B408STE","PRESA SANTA TERESA",0,0
"B410SOL","PRESA SOLIS",20.05,-100.816667
"B415TAC","TACOTAN",20.035278,-104.32
"B416VIH","VILLA HIDALGO",26.1,-104.5
"B418TRC","TARECUATO",0,0
"B420TAX","PRESA TAXHIMAY",19.835833,-99.385
"B425TEN","PRESA TENASCO",22.173889,-103.197222
"B430TEA","TEPETITLAN ANTIGUA",0,0
"B435TPN","TEPETITLAN NUEVA",19.663333,-99.958611
"B440TPX","PRESA TEPUXTEPEC",19.98,-100.230278
"B441TMU","TERCER MUNDO",19.48,-100.2
"B442TRM","TRIGOMIL",19.85,-104.116667
"B445URE","PRESA UREPETIRO",19.971944,-102.134167
"B450VCV","VICENTE C. VILLASEÑOR",19.938333,-104
"B455VTR","PRESA VALERIO TRUJANO",18.416667,-99.5
"B460VCA","VENUSTIANO CARRANZA",20.510278,-97.676111
"B465VAG","VICENTE AGUIRRE",20.439444,-99.377778
"B470VGU","VICENTE GUERRERO",22.315833,-103.441389
"B475VIG","VICENTE GUERRERO",23.966667,-98.55
"B476VIH","VILLA HIDALGO",0,0
"B477YOS","YOSOCUTA",17.725,-97.829167
"B480ZIR","PRESA ZICUIRAN",18.920278,-101.929722
"B510CPE","CAJON DE PEÑA",20.033333,-105.066667
"B515CHE","PRESA CHICOASEN",16.933333,-93.1
"B516CHI","CHICAYAN",21.737222,-98.152778
"B517CAP","CONSTITUCION DE APATZINGAN",20.418333,-100.0725
"B535ECZ","EL CARRIZO",32.483333,-116.7
"B552JCO","JOCOQUE",22.121111,-102.354444
"B555XXX","PRESA NUEVA",0,0
"B560CPI","PRESA LA CONCEPCION",20.148056,-99.908889
"B580PSA","PRESA LA PURISIMA",20.85,-101.283333
"B595SOD","PRESA LA SOLEDAD",19.959167,-97.445833
"B600NAR","LOS NARANJOS",24.625,-103.305556
"BAABN","Bahía de los Ángeles, B.C. SMN*",28.896389,-113.560278
"BABISAS","Babisas, Chih. SGT*",28.558889,-105.422778
"BACABCHE","Bacabché, Camp. INIFAP*",20.269722,-90.081667
"BACCH","Bachíniva, Chih.",28.771667,-107.255556
"BACERAC","Bacerac, Son. REMAS*",30.385278,-108.915278
"BACHATA","La Bachata, Son. REMAS*",28.964167,-111.131944
"BACOACHI","Bacoachi, Son. REMAS*",30.649722,-109.968889
"BACSO","Bacanora, Son.",28.926667,-109.388056
"BACURATOCFE","Bacurato, Sin. CFE*",25.870833,-107.925556
"BAEOX","Base Aérea, Oax.",17.069722,-96.721667
"BAHIAKINO","Bahía de Kino, Son. SMN*",28.75,-111.83
"BAIPB","Buenos Aires CFE, Pue.",19.961389,-97.503333
"BAJOSCHILA","Bajos de Chila, Oax. INIFAP*",15.911111,-97.14
"BALANCAN","Balancán, Tab. Protección Civil*",17.8125,-91.573056
"BALANCANHM","Balancán, Tab. SGT*",17.756667,-91.535
"BALBUENA","Balbuena, Cd. de Méx. UNAM*",19.423056,-99.102778
"BALLESMI","Ballesmi, S.L.P. SGT*",21.747222,-98.959444
"BALLEZA","Balleza, Chih. INIFAP*",26.963889,-106.35
"BALTB","Balancán, Tab.",17.809722,-91.536389
"BALTP","Bombas Altamira, Tamps.",22.386111,-97.926944
"BAMELIA","Bamelia, INIFAP*",15.2825,-87.89
"BAMOA","Bamoa, Sin. INIFAP*",25.673056,-108.331111
"BAMOX","Base Aérea Militar Número 15, Oax.",0,0
"BANAMICHI","Banámichi, Son. REMAS*",29.97,-110.214167
"BANBN","Bahía de los Ángeles, B.C.",28.896389,-113.560278
"BANDERILLAS","Banderillas, S.L.P. INIFAP*",23.319167,-102.078056
"BANGELES","Bahía de los Ángeles, B.C. SGT*",28.896389,-113.560278
"BANVC","Banderilla, Ver.",19.588889,-96.944444
"BARBERENA","Barberena, Tamps. SGT*",22.609444,-99.148889
"BARBOSA","Barbosa, Gto. Protección Civil*",21.2925,-101.631667
"BARDF","Barrilaco, Cd. de Méx.",19.418889,-99.22
"BARGJ","Barajas, Gto.",20.414444,-100.601667
"BARMR","Barreto, Mor.",18.799167,-98.76
"BARRANCACFE","San Cristóbal de la Barranca, Jal. CFE*",21.048889,-103.431667
"BARRETALI","Barretal Uno, Tamps. SGT*",24.103333,-99.215278
"BARRETALII","Barretal Dos, Tamps. SGT*",24.102778,-99.214444
"BARRIALgp","El Barrial, Gto. INIFAP*",21.048333,-101.838333
"BARRIENTOS","Planta de bombeo Barrientos, Méx. SACMEX*",19.580833,-99.184722
"BARRIOOJINAGA","Barrio Ojinaga, Chih. INIFAP*",29.653611,-107.767778
"BARSL","Buenos Aires, S.L.P.",21.4,-99
"BARVC","Barbechos, Ver.",18.816944,-96.484444
"BASASEACHI","Basaseachi, Chih. *",28.198889,-108.209167
"BASCH","Basaseachi, Chih. SMN*",28.198889,-108.209167
"BASECULIACAN","Base Culiacán, Sin. INIFAP*",24.733333,-107.454167
"BASUCHIL","Basuchil, Chih. INIFAP*",28.525833,-107.395556
"BATOPILASCFE","Batopilas, Chih. CFE*",27.015556,-107.731944
"BATQT","El Batán, Qro.",20.504167,-100.412222
"BATZC","Batalla de Zacatecas, Zac.",23.854167,-103.229444
"BAVIACORA","Baviácora, Son. REMAS*",29.673889,-110.143889
"BAVISPE","Bavispe, Son. REMAS*",30.508889,-108.955556
"BAYNR","La Bayona, Nay.",22.533333,-105.45
"BAZJL","Base Aérea Zapopan, Jal.",20.746667,-103.446389
"BBAJL","Basilio Vadillo, Jal.",19.913611,-104.061111
"BBCMC","Buenos Aires bomboeo DR087 canal principal, Mich.",0,0
"BBDJL","Blas Barcarcel DR087, Jal.",0,0
"BCASO","Bacoachi, Son.",30.634167,-109.968889
"BCBSI","Bacubirito, Sin.",25.816667,-107.916667
"BCCMC","Barraje canal central DR024, Mich.",20.186111,-102.434167
"BCDSO","Bacadehuachi, Son.",29.807222,-109.14
"BCESO","Bachoco, Son.",27.561667,-109.845833
"BCIMC","Barraje canal Ibarra DR024, Mich.",20.252778,-102.586944
"BCIPB","Boqueroncitos, Pue.",18.309167,-98.215833
"BCMSO","Bacum, Son.",27.55,-110.079444
"BCNSO","Bacanuchi, Son.",30.598889,-110.238611
"BCRJL","Becerrera, Jal.",20.3,-102.7
"BCRSO","Bacerac, Son.",30.355278,-108.931667
"BCSJL","Bocas, Jal.",22.406111,-103.724444
"BDCTB","Boca del Cerro, Tab.",17.433333,-91.483333
"BDDPB","Manuel Ávila Camacho, Pue.",18.9125,-98.108611
"BDEIBARRA","Barraje de Ibarra, Mich. SGT*",20.236111,-102.616111
"BDRSI","Badiraguato, Sin.",25.333333,-107.5375
"BDSBS","Boca de la Sierra, B.C.S.",23.385278,-109.816944
"BECCA","Bécal, Camp.",20.439444,-90.027222
"BECDF","Becerra C, Cd. de Méx.",19.383889,-99.219722
"BECSI","Los Becos, Sin.",24.601111,-107.320278
"BECYC","Becanchén, Yuc.",19.883056,-89.218889
"BEGGJ","La Begoña, Gto.",20.833333,-100.816667
"BEJMX","Bejucos, Mex.",18.781111,-100.436389
"BELLAVISTA","Bella Vista, Jal. INIFAP*",20.406111,-103.599444
"BENITOJUAREZCH","Benito Juárez, Chih. INIFAP*",30.155833,-106.8675
"BENITOJUAREZSI","Benito Juárez, Sin. INIFAP*",25.7725,-109.037222
"BENITOJUAREZSL","Benito Juárez, S.L.P. INIFAP*",22.353889,-101.173056
"BENITOJUAREZTL","Benito Juárez, Tlax. INIFAP*",19.586667,-98.433056
"BENNL","Benítez, N.L.",24.735,-99.490278
"BEZAPOTITANDEH","Balneario Ejidal Zapotitán de Hidalgo, Jal. INIFAP*",20.3275,-103.502778
"BGAFARM4","BGA - FARM 4, INIFAP*",16.535833,-88.543056
"BGAFARM8","BGA - FARM 8, INIFAP*",16.713056,-88.401111
"BIBMC","Barraje de Ibarra, Mich.",20.183889,-102.419167
"BICSO","Bicentenario, Son.SGT*",27.421667,-108.860833
"BIJMC","Bombeos canal ibarra y San Juan DR024, Mich.",0,0
"BJUAREZ","Benito Juárez, Oax. SMN*",17.164167,-96.74
"BJUAREZHUAMANTL","Benito Juárez Huamantla, Tlax. INIFAP*",19.346111,-97.914722
"BL1MC","Bombeos del Lerma DR011 Santa Julia a Markazuza, Mich.",20.399722,-101.019722
"BL4MC","Bombeos del Lerma a canales DR045, Mich.",0,0
"BLAS","San Blas Derramadero, Coah. INIFAP*",25.281111,-101.296111
"BLASILLO","Blasillo, Tab. SGT*",18.046111,-93.838333
"BLMBN","Belén, B.C.",32.195278,-116.485556
"BLMSL","Ballesmi, S.L.P.",21.748889,-98.955833
"BLNJL","Bolaños, Jal.",21.831667,-103.782778
"BLOCK1101","Block 1101, Son. REMAS*",27.322222,-110.015833
"BLOCK111","Block 111, Son. INIFAP*",27.514444,-110.119167
"BLOCK1201","Block-1201, Son. INIFAP*",27.308056,-110.023056
"BLOCK1213","Block 1213, Son. REMAS*",27.3175,-110.157222
"BLOCK1317","Block-1317, Son. INIFAP*",27.293333,-110.18
"BLOCK1418","Block 1418, Son. INIFAP*",27.280833,-109.840556
"BLOCK1423","Block 1423, Son. REMAS*",27.281111,-110.259167
"BLOCK1703","Block 1703, Son. REMAS*",27.226111,-110.043611
"BLOCK1730","Block 1730, Son. INIFAP*",27.2125,-109.712778
"BLOCK1806","Block-1806, Son. INIFAP*",27.196667,-109.953333
"BLOCK1922","Block 1922, Son. REMAS*",27.172222,-109.801944
"BLOCK1936","Block 1936, Son. REMAS*",27.176389,-109.661667
"BLOCK2010","Block 2010, Son. REMAS*",27.143056,-109.902222
"BLOCK2210","Block-2210, Son. INIFAP*",27.128333,-109.93
"BLOCK2328","Block 2328, Son. INIFAP*",27.106389,-109.748333
"BLOCK2918","Block 2918, Son. REMAS*",26.998611,-109.831389
"BLOCK2920","Block-2920, Son. INIFAP*",26.998889,-109.829167
"BLOCK414","Block-414, Son. INIFAP*",27.449167,-109.838333
"BLOCK419","Block 419, Son. REMAS*",27.462222,-110.219444
"BLOCK609","Block 609, Son. INIFAP*",27.414167,-110.098889
"BLOCK720","Block 720, Son. REMAS*",27.386389,-109.808611
"BLOCK727","Block 727, Son. INIFAP*",27.398056,-110.287222
"BLOCK731","Block 731, Son. REMAS*",27.403333,-110.3425
"BLOCK733","Block 733 Lote 20 Cesave, Son. INIFAP*",27.403056,-110.343056
"BLORETO","Bahía de Loreto, B.C.S. SMN*",26.009722,-111.353889
"BLUDR","El Baluarte, Dgo.",24.6225,-104.890833
"BMUBS","La Buena Mujer, B.C.S.",24.0875,-110.190833
"BNMSO","Banamichi, Son.",30.003611,-110.215
"BNSBN","Benassini, B.C.",32.34,-115.06
"BOBADILLA","Bobadilla, Yuc. INIFAP*",20.893889,-89.996667
"BOCADELCERRO","Boca del Cerro, Tab. SGT*",17.425556,-91.491944
"BOCADELRIO","Boca del Río, Chih. SGT*",27.446667,-106.219444
"BOCDR","Benjamín Ortega, Dgo.",26.235,-104.487222
"BOCHIL","Bochil, Chis. SGT*",16.997222,-92.905833
"BOCNL","La Boca, N.L.",25.425833,-100.145833
"BOLANOS2CFE","Bolaños 2, Jal. CFE*",21.831667,-103.782778
"BOLANOSCFE","Bolaños, Jal. CFE*",21.831944,-103.782778
"BOLCA","Bolonchén, Camp.",20.003889,-89.743889
"BOMBANA","Bombana, Chis. SGT*",16.9525,-93.026389
"BOMBANAII","Bombana 2, Chis. SGT*",16.976111,-93.047778
"BOMBAS1","Bombas 1, Tamps. SGT*",22.386111,-97.926944
"BOMBASALTAMIRA","Bombas Altamira, Tamps. SGT*",22.386111,-97.926944
"BOMCP","Bombana 2, Chis.",16.976111,-93.033333
"BOMZC","La Bomba, Zac.",23.1,-102.865278
"BONAMPAK","Bonampak, Chis. SMN*",16.785833,-91.108333
"BONDOJITO","Bondojito, Cd. de Méx. UNAM*",19.469722,-99.118056
"BOQCP","Boquerón, Chis.",16.641944,-93.15
"BOQJL","La Boquilla, Jal.",21.058333,-103.397222
"BOQOX","Boquilla 1, Oax.",16.647222,-95.929167
"BOQUERONCFE","Boquerón, Chis. CFE*",16.615,-93.169722
"BOQUILLACFE","Boquilla, Jal. CFE*",21.048611,-103.426111
"BOQZC","Boquillas, Zac.",22.435556,-102.133333
"BORDR","Benjamín Ortega, Dgo.",26.236667,-104.483333
"BORMX","Bosque Real, Méx. OCAVM*",19.426667,-99.293056
"BORZC","El Bordo, Zac.",23.248611,-102.966111
"BOSQUEREAL","Bosque Real, Méx. UNAM*",19.436389,-99.283333
"BOULEVARD","Boulevard Morelos Madrazo, Gto. SAPAL*",21.164167,-101.648611
"BQROX","El Boquerón 2, Oax.",17.241667,-97.63
"BR1TP","El Barretal Uno, Tamps.",24.080556,-99.123056
"BRAGJ","Braniff, Gto.",20.05,-100.666667
"BRETL","B. Recoba, Tlax.",19.481667,-98.376111
"BRINL","Las Brisas, N.L.",25.395833,-99.545556
"BRIVC","Briones, Ver.",19.483333,-96.933333
"BRIZC","El Brinco, Zac.",21.648611,-102.930278
"BRNGJ","La Barranca, Gto.",20.358333,-100.461944
"BrownsvilleC","cerca Matamoros, Tamps. CILA*",25.876389,-97.455556
"BROWNSVILLEU","Brownsville Río Bravo, Tamps. CILA*",25.876389,-97.455556
"BRRBN","Barrote, B.C.",0,0
"BRRBS","Las Barracas, B.C.S.",23.472222,-109.452778
"BRRGJ","El Barrial, Gto.",21.048611,-101.838333
"BRRTP","El Barretal, Tamps.",24.1025,-99.215
"BRTAG","San Bartolo, Ags.",21.738611,-102.184167
"BSAGJ","Barbosa, Gto.",21.280556,-101.631111
"BSCSO","Basconcobe, Son.",26.95,-109.666667
"BSSCH","Basaseachi, Chih.",28.208889,-108.206389
"BSTTP","Bustamante, Tamps.",23.435833,-99.754167
"BTAQT","El Batán, Qro.",20.504167,-100.412222
"BTCHAIREL","Boca Toma Chairel, Tamps. SGT*",22.238333,-97.876111
"BTDMC","Barraje tomas directas DR024, Mich.",20.216667,-102.516667
"BTEZC","Ramón López Velarde, Zac.",22.824167,-102.953333
"BTLALPAN","Rebombeo Bosque de Tlalpan, Cd. de Méx. SACMEX*",19.292222,-99.195
"BTORDO","Barra del Tordo, Tamps. SMN*",23.051944,-97.772222
"BTPCH","Batopilas, Chih.",27.033611,-107.723611
"BTQBN","Batáquez, B.C.",32.33,-115.04
"BTVCH","Batovira, Chih.",27.9,-107.9
"BTZNL","Benítez, N.L.",24.733333,-99.466667
"BUAYSIACOBE","Buaysiacobe, Son. INIFAP*",27.032778,-109.689167
"BUCYC","Buctztz, Yuc.",21.208889,-88.800833
"BUENAVISTACH","Buena Vista, Chih. INIFAP*",31.114722,-108.271389
"BUENAVISTACH2","Buena Vista 2, Chih. INIFAP*",28.065,-106.953056
"BUENAVISTACM","Buenavista, Col. INIFAP*",19.267222,-103.591667
"BUENAVISTACP","Buena Vista, Chis. INIFAP*",14.893889,-92.379722
"BUENAVISTAJL","Buenavista, Jal. INIFAP*",21.023889,-102.555833
"BUENAVISTASL","Buenavista, S.L.P. INIFAP*",22.851389,-102.041667
"BUENAVISTASL2","Buena Vista 2, S.L.P. INIFAP*",23.420278,-100.776111
"BUENOS","Buenos Aires Guaymas, Son. REMAS*",28.003056,-110.930278
"BUENOSAIRESCFE","Buenos Aires, Pue. CFE*",19.961389,-97.503333
"BuenosAiresECA","BUENOS AIRES",0,0
"BUFMX","La Concepción, Méx.",19.775,-99.589444
"BUSTAMANTE","Bustamante, N.L. INIFAP*",26.525,-100.467222
"BVCSO","Baviácora, Son.",29.716667,-110.15
"BVSCM","Buenavista, Col.",19.2475,-103.613056
"BVSGR","Buena Vista, Gro.",18.459444,-99.400833
"BVSSO","Bavispe, Son.",30.479444,-108.938889
"C01001","Aguascalientes",21.850278,-102.290833
"C01003","Calvillo",21.883333,-102.718889
"C01004","Cañada Honda",22.000833,-102.198889
"C01005","Presa El Niágara",21.780556,-102.371667
"C01006","El Tule",22.081667,-102.091389
"C01007","Jesús María",21.962222,-102.344722
"C01008","Puerto de La Concepción",22.202778,-102.135
"C01009","La Labor",21.962222,-102.694722
"C01010","La Tinaja",22.164444,-102.554167
"C01011","Malpaso",21.86,-102.663889
"C01012","Presa Media Luna",21.794444,-102.801667
"C01013","Mesillas",22.313333,-102.165833
"C01014","Pabellón Campo Experimental",22.166944,-102.292778
"C01015","Palo Alto",21.916389,-101.969444
"C01016","Ganadería Peñuelas",21.710556,-102.282222
"C01017","Presa Potrerillos",22.232778,-102.443611
"C01018","Presa Plutarco Elías Calles",22.141389,-102.415278
"C01019","Presa Jocoque",22.128056,-102.359444
"C01020","Presa La Codorniz",21.996667,-102.674167
"C01021","Rancho Viejo",22.123333,-102.511111
"C01022","San Bartolo",21.748056,-102.170278
"C01023","Calvillo",21.836667,-102.711667
"C01024","San Isidro",21.778611,-102.103889
"C01025","San Francisco de Los Romo",22.077222,-102.271111
"C01026","Tepezala",22.223611,-102.168889
"C01027","Venadero",21.877222,-102.463333
"C01028","Villa Juárez",22.100833,-102.067778
"C01029","Asientos",22.239722,-102.088889
"C01030","Aguascalientes",21.895556,-102.308611
"C01031","El Novillo",22.018889,-101.999167
"C01032","Las Fraguas",22.039167,-101.8925
"C01033","Los Conos",21.897778,-101.9925
"C01034","Sandovales",21.885,-102.109167
"C01035","San Francisco de Los Viveros",21.911944,-102.13
"C01036","Santa Rosa",21.816667,-102.3
"C01037","VIÑEDOS RIVIER, J. MARIA",21.983333,-102.416667
"C01041","Pabellón de Arteaga",22.15,-102.283333
"C01043","E.T.A. 127 Aguascalientes",21.883333,-102.3
"C01044","VIÑEDOS EL MORO",22.25,-102.416667
"C01045","El Tule",22.083056,-102.091111
"C01046","La Labor",21.964444,-102.697222
"C01047","Agua Zarca",21.974167,-102.584444
"C01048","CAMPO EXP., PABELLON",22.15,-102.283333
"C01053","PRESA CALLES, R. ROMOS",22.133333,-102.433333
"C01057","Venadero",21.8725,-102.466667
"C01062","Arellano",21.801944,-102.273056
"C01063","Peñuelas",21.725,-102.275
"C01067","E.T.A. 241, S. J. GRACIA",22.15,-102.4
"C01068","PRESA O. VIEJA, CALVILLO",21.966667,-102.733333
"C01073","La Tinaja",21.809444,-102.129722
"C01074","Cieneguilla",21.731111,-102.452778
"C01075","Montoro",21.757222,-102.302222
"C01076","Los Negritos",21.870556,-102.349167
"C01077","El Ocote",21.782778,-102.5175
